Full Name,First Name,Last Name,First Last,List of Congresses,Chamber,State,Gender,Party,Ethnicity,BirthYear,Congress Name,Alternative name (Wikipedia),Congress ID
"MCCOTTER, THADDEUS",MCCOTTER,THADDEUS,THADDEUS MCCOTTER,108 109 110 111 112,H,MI,M,R,W,1965,"MCCOTTER, THADDEUS G.",THADDEUS MCCOTTER,M001147
"MCCRERY, JAMES",MCCRERY,JAMES,JAMES MCCRERY,100 101 102 103 104 105 106 107 108 109 110,H,LA,M,R,W,1949,"MCCRERY, JIM",JIM MCCRERY,M000388
"MCCURDY, DAVID",MCCURDY,DAVID,DAVID MCCURDY,97 98 99 100 101 102 103,H,OK,M,D,W,1950,"MCCURDY, DAVE",DAVE MCCURDY,M000398
"MCDADE, JOSEPH",MCDADE,JOSEPH,JOSEPH MCDADE,97 98 99 100 101 102 103 104 105,H,PA,M,R,W,1931,"MCDADE, JOSEPH M.",JOSEPH MCDADE,M000399
"MCDERMOTT, JIM",MCDERMOTT,JIM,JIM MCDERMOTT,101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,WA,M,D,W,1936,"MCDERMOTT, JIM",JIM MCDERMOTT,M000404
"MCDONALD, LAWRENCE",MCDONALD,LAWRENCE,LAWRENCE MCDONALD,97 98,H,GA,M,D,W,1935,"MCDONALD, LAWRENCE P.",LAWRENCE MCDONALD,M000413
"MCEWEN, BOB",MCEWEN,BOB,BOB MCEWEN,97 98 99 100 101 102,H,OH,M,R,W,1950,"MCEWEN, BOB",BOB MCEWEN,M000432
"MCGOVERN, JAMES",MCGOVERN,JAMES,JAMES MCGOVERN,105 106 107 108 109 110 111 112 113 114,H,MA,M,D,W,1959,"MCGOVERN, JAMES P.",JAMES MCGOVERN,M000312
"MCGRATH, RAYMOND",MCGRATH,RAYMOND,RAYMOND MCGRATH,97 98 99 100 101 102,H,NY,M,R,W,1942,"MCGRATH, RAYMOND J.",RAYMOND MCGRATH,M000458
"MCHALE, PAUL",MCHALE,PAUL,PAUL MCHALE,103 104 105,H,PA,M,D,W,1950,"MCHALE, PAUL",PAUL MCHALE,M000466
"MCHENRY, PATRICK",MCHENRY,PATRICK,PATRICK MCHENRY,109 110 111 112 113 114,H,NC,M,R,W,1975,"MCHENRY, PATRICK T.",PATRICK MCHENRY,M001156
"MCHUGH, JOHN",MCHUGH,JOHN,JOHN MCHUGH,103 104 105 106 107 108 109 110 111,H,NY,M,R,W,1948,"MCHUGH, JOHN M.",JOHN MCHUGH,M000472
"MCHUGH, MATTHEW",MCHUGH,MATTHEW,MATTHEW MCHUGH,97 98 99 100 101 102,H,NY,M,D,W,1938,"MCHUGH, MATTHEW F.",MATTHEW MCHUGH,M000473
"MCINNIS, SCOTT",MCINNIS,SCOTT,SCOTT MCINNIS,103 104 105 106 107 108,H,CO,M,R,W,1953,"MCINNIS, SCOTT",SCOTT MCINNIS,M000477
"MCINTOSH, DAVID",MCINTOSH,DAVID,DAVID MCINTOSH,104 105 106,H,IN,M,R,W,1958,"MCINTOSH, DAVID M.",DAVID MCINTOSH,M000481
"MCINTYRE, MIKE",MCINTYRE,MIKE,MIKE MCINTYRE,105 106 107 108 109 110 111 112 113,H,NC,M,D,W,1956,"MCINTYRE, MIKE",MIKE MCINTYRE,M000485
"MCKEON, HOWARD",MCKEON,HOWARD,HOWARD MCKEON,103 104 105 106 107 108 109 110 111 112 113,H,CA,M,R,W,1938,"MCKEON, HOWARD P. ""BUCK""",HOWARD MCKEON,M000508
"MCKERNAN, JOHN",MCKERNAN,JOHN,JOHN MCKERNAN,98 99,H,ME,M,R,W,1948,"MCKERNAN, JOHN R., JR.",JOHN MCKERNAN,M000512
"MCKINLEY, DAVID",MCKINLEY,DAVID,DAVID MCKINLEY,112 113 114,H,WV,M,R,W,1947,"MCKINLEY, DAVID B.",DAVID MCKINLEY,M001180
"MCKINNEY, CYNTHIA",MCKINNEY,CYNTHIA,CYNTHIA MCKINNEY,103 104 105 106 107 109,H,GA,F,D,B,1955,"MCKINNEY, CYNTHIA A.",CYNTHIA MCKINNEY,M000523
"MCKINNEY, STEWART",MCKINNEY,STEWART,STEWART MCKINNEY,97 98 99 100,H,CT,M,R,W,1931,"MCKINNEY, STEWART B.",STEWART MCKINNEY,M000527
"MCMAHON, MICHAEL",MCMAHON,MICHAEL,MICHAEL MCMAHON,111,H,NY,M,D,W,1957,"MCMAHON, MICHAEL E.",MICHAEL MCMAHON,M001174
"MCMILLAN, JOHN",MCMILLAN,JOHN,JOHN MCMILLAN,99 100 101 102 103,H,NC,M,R,W,1932,"MCMILLAN, J. ALEX",J. MCMILLAN,M000566
"MCMILLEN, CHARLES",MCMILLEN,CHARLES,CHARLES MCMILLEN,100 101 102,H,MD,M,D,W,1952,"MCMILLEN, THOMAS",THOMAS MCMILLEN,M000573
"MCMORRIS RODGERS, CATHY",MCMORRIS RODGERS,CATHY,CATHY MCMORRIS RODGERS,109 110 111 112 113 114,H,WA,F,R,W,1969,"RODGERS, CATHY MCMORRIS",CATHY RODGERS,M001159
"MCNERNEY, JERRY",MCNERNEY,JERRY,JERRY MCNERNEY,110 111 112 113 114,H,CA,M,D,W,1951,"MCNERNEY, JERRY",JERRY MCNERNEY,M001166
"MCNULTY, JAMES",MCNULTY,JAMES,JAMES MCNULTY,98,H,AZ,M,D,W,1925,"MCNULTY, JAMES F., JR.",JAMES MCNULTY,M000589
"MCNULTY, MICHAEL",MCNULTY,MICHAEL,MICHAEL MCNULTY,101 102 103 104 105 106 107 108 109 110,H,NY,M,D,W,1947,"MCNULTY, MICHAEL R.",MICHAEL MCNULTY,M000590
"MCSALLY, MARTHA",MCSALLY,MARTHA,MARTHA MCSALLY,114,H,AZ,F,R,W,1966,"MCSALLY, MARTHA",MARTHA MCSALLY,M001197
"MEADOWS, MARK",MEADOWS,MARK,MARK MEADOWS,113 114,H,NC,M,R,W,1959,"MEADOWS, MARK",MARK MEADOWS,M001187
"MEEHAN, MARTIN",MEEHAN,MARTIN,MARTIN MEEHAN,103 104 105 106 107 108 109 110,H,MA,M,D,W,1956,"MEEHAN, MARTIN T.",MARTIN MEEHAN,M000627
"MEEHAN, PATRICK",MEEHAN,PATRICK,PATRICK MEEHAN,112 113 114,H,PA,M,R,W,1955,"MEEHAN, PATRICK",PATRICK MEEHAN,M001181
"MEEK, CARRIE",MEEK,CARRIE,CARRIE MEEK,103 104 105 106 107,H,FL,F,D,B,1926,"MEEK, CARRIE P.",CARRIE MEEK,M000628
"MEEK, KENDRICK",MEEK,KENDRICK,KENDRICK MEEK,108 109 110 111,H,FL,M,D,B,1966,"MEEK, KENDRICK B.",KENDRICK MEEK,M001148
"MEEKS, GREGORY",MEEKS,GREGORY,GREGORY MEEKS,105 106 107 108 109 110 111 112 113 114,H,NY,M,D,B,1953,"MEEKS, GREGORY W.",GREGORY MEEKS,M001137
"MELANCON, CHARLES",MELANCON,CHARLES,CHARLES MELANCON,109 110 111,H,LA,M,D,W,1947,"MELANCON, CHARLIE",CHARLIE MELANCON,M001161
"MELCHER, JOHN",MELCHER,JOHN,JOHN MELCHER,97 98 99 100,S,MT,M,D,W,1924,"MELCHER, JOHN",JOHN MELCHER,M000635
"MENENDEZ, ROBERT",MENENDEZ,ROBERT,ROBERT MENENDEZ,103 104 105 106 107 108 109 110 111 112 113 114,H,NJ,M,D,H,1954,"MENENDEZ, ROBERT",BOB MENENDEZ,M000639
"MENG, GRACE",MENG,GRACE,GRACE MENG,113 114,H,NY,F,D,AAPIA,1975,"MENG, GRACE",GRACE MENG,M001188
"MERKLEY, JEFF",MERKLEY,JEFF,JEFF MERKLEY,111 112 113 114,S,OR,M,D,W,1956,"MERKLEY, JEFF",JEFF MERKLEY,M001176
"MESSER, LUKE",MESSER,LUKE,LUKE MESSER,113 114,H,IN,M,R,W,1969,"MESSER, LUKE",LUKE MESSER,M001189
"METCALF, JACK",METCALF,JACK,JACK METCALF,104 105 106,H,WA,M,R,W,1927,"METCALF, JACK",JACK METCALF,M000669
"METZENBAUM, HOWARD",METZENBAUM,HOWARD,HOWARD METZENBAUM,97 98 99 100 101 102 103,S,OH,M,D,W,1917,"METZENBAUM, HOWARD M.",HOWARD METZENBAUM,M000678
"MEYERS, JAN",MEYERS,JAN,JAN MEYERS,99 100 101 102 103 104,H,KS,F,R,W,1928,"MEYERS, JAN",JAN MEYERS,M000684
"MFUME, KWEISI",MFUME,KWEISI,KWEISI MFUME,100 101 102 103 104,H,MD,M,D,B,1948,"MFUME, KWEISI",KWEISI MFUME,M000687
"MICA, DANIEL",MICA,DANIEL,DANIEL MICA,97 98 99 100,H,FL,M,D,W,1944,"MICA, DANIEL ANDREW",DANIEL MICA,M000688
"MICA, JOHN",MICA,JOHN,JOHN MICA,103 104 105 106 107 108 109 110 111 112 113 114,H,FL,M,R,W,1943,"MICA, JOHN L.",JOHN MICA,M000689
"MICHAUD, MICHAEL",MICHAUD,MICHAEL,MICHAEL MICHAUD,108 109 110 111 112 113,H,ME,M,D,W,1955,"MICHAUD, MICHAEL H.",MICHAEL MICHAUD,M001149
"MICHEL, ROBERT",MICHEL,ROBERT,ROBERT MICHEL,97 98 99 100 101 102 103,H,IL,M,R,W,1923,"MICHEL, ROBERT H.",ROBERT MICHEL,M000692
"MIKULSKI, BARBARA",MIKULSKI,BARBARA,BARBARA MIKULSKI,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,MD,F,D,W,1936,"MIKULSKI, BARBARA A.",BARBARA MIKULSKI,M000702
"MILLENDER-MCDONALD, JUANITA",MILLENDER-MCDONALD,JUANITA,JUANITA MILLENDER-MCDONALD,104 105 106 107 108 109 110,H,CA,F,D,B,1938,"MILLENDER-MCDONALD, JUANITA",JUANITA MILLENDER-MCDONALD,M000714
"MILLER, CANDICE",MILLER,CANDICE,CANDICE MILLER,108 109 110 111 112 113 114,H,MI,F,R,W,1954,"MILLER, CANDICE S.",CANDICE MILLER,M001150
"MILLER, CLARENCE",MILLER,CLARENCE,CLARENCE MILLER,97 98 99 100 101 102,H,OH,M,R,W,1917,"MILLER, CLARENCE E.",CLARENCE MILLER,M000718
"MILLER, DAN",MILLER,DAN,DAN MILLER,103 104 105 106 107,H,FL,M,R,W,1942,"MILLER, DAN",DAN MILLER,M000720
"MILLER, GARY",MILLER,GARY,GARY MILLER,106 107 108 109 110 111 112 113,H,CA,M,R,W,1948,"MILLER, GARY G.",GARY MILLER,M001139
"MILLER, GEORGE",MILLER,GEORGE,GEORGE MILLER,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113,H,CA,M,D,W,1945,"MILLER, GEORGE",GEORGE MILLER,M000725
"MILLER, JEFF",MILLER,JEFF,JEFF MILLER,107 108 109 110 111 112 113 114,H,FL,M,R,W,1959,"MILLER, JEFF",JEFF MILLER,M001144
"MILLER, JOHN",MILLER,JOHN,JOHN MILLER,99 100 101 102,H,WA,M,R,W,1938,"MILLER, JOHN R.",JOHN MILLER,M000736
"MILLER, R.",MILLER,R.,R. MILLER,108 109 110 111 112,H,NC,M,D,W,1938,"MILLER, JOHN R.",JOHN MILLER,M000736
"MILLER, ZELL",MILLER,ZELL,ZELL MILLER,106 107 108,S,GA,M,D,W,1932,"MILLER, ZELL",ZELL MILLER,M001141
"MINETA, NORMAN",MINETA,NORMAN,NORMAN MINETA,97 98 99 100 101 102 103 104,H,CA,M,D,AAPIA,1931,"MINETA, NORMAN Y.",NORMAN MINETA,M000794
"MINGE, DAVID",MINGE,DAVID,DAVID MINGE,103 104 105 106,H,MN,M,D,W,1942,"MINGE, DAVID",DAVID MINGE,M000795
"MINISH, JOSEPH",MINISH,JOSEPH,JOSEPH MINISH,97 98,H,NJ,M,D,W,1916,"MINISH, JOSEPH G.",JOSEPH MINISH,M000796
"MINK, PATSY",MINK,PATSY,PATSY MINK,101 102 103 104 105 106 107,H,HI,F,D,AAPIA,1927,"MINK, PATSY T.",PATSY MINK,M000797
"MINNICK, WALTER",MINNICK,WALTER,WALTER MINNICK,111,H,ID,M,D,W,1942,"MINNICK, WALTER",WALTER MINNICK,M001175
"MITCHELL, DONALD",MITCHELL,DONALD,DONALD MITCHELL,97,H,NY,M,R,W,1923,"MITCHELL, DONALD J.",DONALD MITCHELL,M000808
"MITCHELL, GEORGE",MITCHELL,GEORGE,GEORGE MITCHELL,97 98 99 100 101 102 103,S,ME,M,D,ME,1933,"MITCHELL, GEORGE J.",GEORGE MITCHELL,M000811
"MITCHELL, HARRY",MITCHELL,HARRY,HARRY MITCHELL,110 111,H,AZ,M,D,W,1940,"MITCHELL, HARRY E.",HARRY MITCHELL,M001167
"MITCHELL, PARREN",MITCHELL,PARREN,PARREN MITCHELL,97 98 99,H,MD,M,D,B,1922,"MITCHELL, PARREN J.",PARREN MITCHELL,M000826
"MOAKLEY, JOHN",MOAKLEY,JOHN,JOHN MOAKLEY,97 98 99 100 101 102 103 104 105 106 107,H,MA,M,D,W,1927,"MOAKLEY, JOHN JOSEPH",JOHN MOAKLEY,M000834
"MOFFETT, ANTHONY",MOFFETT,ANTHONY,ANTHONY MOFFETT,97,H,CT,M,D,W,1944,"MOFFETT, TOBY",TOBY MOFFETT,M000839
"MOLINARI, GUY",MOLINARI,GUY,GUY MOLINARI,97 98 99 100 101,H,NY,M,R,W,1928,"MOLINARI, GUY",GUY MOLINARI,M000842
"MOLINARI, SUSAN",MOLINARI,SUSAN,SUSAN MOLINARI,101 102 103 104 105,H,NY,F,R,W,1958,"MOLINARI, SUSAN",SUSAN MOLINARI,M000843
"MOLLOHAN, ALAN",MOLLOHAN,ALAN,ALAN MOLLOHAN,98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,WV,M,D,W,1943,"MOLLOHAN, ALAN B.",ALAN MOLLOHAN,M000844
"MOLLOHAN, ROBERT",MOLLOHAN,ROBERT,ROBERT MOLLOHAN,97,H,WV,M,D,W,1909,"MOLLOHAN, ROBERT H.",ROBERT MOLLOHAN,M000845
"MONSON, DAVID",MONSON,DAVID,DAVID MONSON,99,H,UT,M,R,W,1945,"MONSON, DAVID S.",DAVID MONSON,M000860
"MONTGOMERY, GILLESPIE",MONTGOMERY,GILLESPIE,GILLESPIE MONTGOMERY,97 98 99 100 101 102 103 104,H,MS,M,D,W,1920,"MONTGOMERY, G. V. (SONNY)",G. MONTGOMERY,M000865
"MOODY, JIM",MOODY,JIM,JIM MOODY,98 99 100 101 102,H,WI,M,D,W,1935,"MOODY, JIM",JIM MOODY,M000881
"MOOLENAAR, JOHN",MOOLENAAR,JOHN,JOHN MOOLENAAR,114,H,MI,M,R,W,1961,"MOOLENAAR, JOHN R.",JOHN MOOLENAAR,M001194
"MOONEY, ALEX",MOONEY,ALEX,ALEX MOONEY,114,H,WV,M,R,H,1971,"MOONEY, ALEXANDER X.",ALEXANDER MOONEY,M001195
"MOORE, DENNIS",MOORE,DENNIS,DENNIS MOORE,106 107 108 109 110 111,H,KS,M,D,W,1945,"MOORE, DENNIS",DENNIS MOORE,M001140
"MOORE, GWEN",MOORE,GWEN,GWEN MOORE,109 110 111 112 113 114,H,WI,F,D,B,1951,"MOORE, GWEN",GWEN MOORE,M001160
"MOORE, WILLIAM",MOORE,WILLIAM,WILLIAM MOORE,97 98 99,H,LA,M,R,W,1939,"MOORE, W. HENSON",W. MOORE,M000923
"MOORHEAD, CARLOS",MOORHEAD,CARLOS,CARLOS MOORHEAD,97 98 99 100 101 102 103 104,H,CA,M,R,W,1922,"MOORHEAD, CARLOS J.",CARLOS MOORHEAD,M000926
"MORAN, JAMES",MORAN,JAMES,JAMES MORAN,102 103 104 105 106 107 108 109 110 111 112 113,H,VA,M,D,W,1945,"MORAN, JAMES P.",JAMES MORAN,M000933
"MORAN, JERRY",MORAN,JERRY,JERRY MORAN,105 106 107 108 109 110 111 112 113 114,H,KS,M,R,W,1954,"MORAN, JERRY",JERRY MORAN,M000934
"MORELLA, CONSTANCE",MORELLA,CONSTANCE,CONSTANCE MORELLA,100 101 102 103 104 105 106 107,H,MD,F,R,W,1931,"MORELLA, CONSTANCE A.",CONSTANCE MORELLA,M000941
"MORRISON, BRUCE",MORRISON,BRUCE,BRUCE MORRISON,98 99 100 101,H,CT,M,D,W,1944,"MORRISON, BRUCE A.",BRUCE MORRISON,M000992
"MORRISON, SIDNEY",MORRISON,SIDNEY,SIDNEY MORRISON,97 98 99 100 101 102,H,WA,M,R,W,1933,"MORRISON, SID",SID MORRISON,M000999
"MOSELEY BRAUN, CAROL",MOSELEY BRAUN,CAROL,CAROL MOSELEY BRAUN,103 104 105,S,IL,F,D,B,1947,"MOSELEY-BRAUN, CAROL",CAROL MOSELEY-BRAUN,M001025
"MOTTL, RONALD",MOTTL,RONALD,RONALD MOTTL,97,H,OH,M,D,W,1934,"MOTTL, RONALD M.",RONALD MOTTL,M001044
"MOULTON, SETH",MOULTON,SETH,SETH MOULTON,114,H,MA,M,D,W,1978,"MOULTON, SETH",SETH MOULTON,M001196
"MOYNIHAN, DANIEL",MOYNIHAN,DANIEL,DANIEL MOYNIHAN,97 98 99 100 101 102 103 104 105 106,S,NY,M,D,W,1927,"MOYNIHAN, DANIEL PATRICK",DANIEL MOYNIHAN,M001054
"MRAZEK, ROBERT",MRAZEK,ROBERT,ROBERT MRAZEK,98 99 100 101 102,H,NY,M,D,W,1945,"MRAZEK, ROBERT J.",ROBERT MRAZEK,M001057
"MULLIN, MARKWAYNE",MULLIN,MARKWAYNE,MARKWAYNE MULLIN,113 114,H,OK,M,R,NA,1977,"MULLIN, MARKWAYNE",MARKWAYNE MULLIN,M001190
"MULVANEY, MICK",MULVANEY,MICK,MICK MULVANEY,112 113 114,H,SC,M,R,W,1967,"MULVANEY, MICK",MICK MULVANEY,M001182
"MURKOWSKI, FRANK",MURKOWSKI,FRANK,FRANK MURKOWSKI,97 98 99 100 101 102 103 104 105 106 107,S,AK,M,R,W,1933,"MURKOWSKI, FRANK H.",FRANK MURKOWSKI,M001085
"MURKOWSKI, LISA",MURKOWSKI,LISA,LISA MURKOWSKI,108 109 110 111 112 113 114,S,AK,F,R,W,1957,"MURKOWSKI, LISA",LISA MURKOWSKI,M001153
"MURPHY, AUSTIN",MURPHY,AUSTIN,AUSTIN MURPHY,97 98 99 100 101 102 103,H,PA,M,D,W,1927,"MURPHY, AUSTIN J.",AUSTIN MURPHY,M001088
"MURPHY, CHRISTOPHER",MURPHY,CHRISTOPHER,CHRISTOPHER MURPHY,110 111 112 113 114,H,CT,M,D,W,1973,"MURPHY, CHRISTOPHER",CHRISTOPHER MURPHY,M001169
"MURPHY, PATRICK",MURPHY,PATRICK,PATRICK MURPHY,110 111,H,PA,M,D,W,1973,"MURPHY, PATRICK J.",PATRICK MURPHY,M001168
"MURPHY, PATRICK",MURPHY,PATRICK,PATRICK MURPHY,113 114,H,FL,M,D,W,1983,"MURPHY, PATRICK",PATRICK MURPHY J.,M001191
"MURPHY, SCOTT",MURPHY,SCOTT,SCOTT MURPHY,111,H,NY,M,D,W,1970,"MURPHY, SCOTT",SCOTT MURPHY,M001178
"MURPHY, TIM",MURPHY,TIM,TIM MURPHY,108 109 110 111 112 113 114,H,PA,M,R,W,1952,"MURPHY, TIM",TIM MURPHY,M001151
"MURRAY, PATTY",MURRAY,PATTY,PATTY MURRAY,103 104 105 106 107 108 109 110 111 112 113 114,S,WA,F,D,W,1950,"MURRAY, PATTY",PATTY MURRAY,M001111
"MURTHA, JOHN",MURTHA,JOHN,JOHN MURTHA,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,PA,M,D,W,1932,"MURTHA, JOHN P.",JOHN MURTHA,M001120
"MUSGRAVE, MARILYN",MUSGRAVE,MARILYN,MARILYN MUSGRAVE,108 109 110,H,CO,F,R,W,1949,"MUSGRAVE, MARILYN N.",MARILYN MUSGRAVE,M001152
"MYERS, JOHN",MYERS,JOHN,JOHN MYERS,97 98 99 100 101 102 103 104,H,IN,M,R,W,1927,"MYERS, JOHN T.",JOHN MYERS,M001130
"MYRICK, SUE",MYRICK,SUE,SUE MYRICK,104 105 106 107 108 109 110 111 112,H,NC,F,R,W,1941,"MYRICK, SUE WILKINS",SUE MYRICK,M001134
"NADLER, JERROLD",NADLER,JERROLD,JERROLD NADLER,103 104 105 106 107 108 109 110 111 112 113 114,H,NY,M,D,W,1947,"NADLER, JERROLD",JERROLD NADLER,N000002
"NAGLE, DAVID",NAGLE,DAVID,DAVID NAGLE,100 101 102,H,IA,M,D,W,1943,"NAGLE, DAVE R,",DAVE NAGLE,N000003
"NAPIER, JOHN",NAPIER,JOHN,JOHN NAPIER,97,H,SC,M,R,W,1947,"NAPIER, JOHN L.",JOHN NAPIER,N000005
"NAPOLITANO, GRACE",NAPOLITANO,GRACE,GRACE NAPOLITANO,106 107 108 109 110 111 112 113 114,H,CA,F,D,H,1936,"NAPOLITANO, GRACE F.",GRACE NAPOLITANO,N000179
"NATCHER, WILLIAM",NATCHER,WILLIAM,WILLIAM NATCHER,97 98 99 100 101 102 103,H,KY,M,D,W,1909,"NATCHER, WILLIAM H.",WILLIAM NATCHER,N000009
"NEAL, RICHARD",NEAL,RICHARD,RICHARD NEAL,101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,MA,M,D,W,1949,"NEAL, RICHARD E.",RICHARD NEAL,N000015
"NEAL, STEPHEN",NEAL,STEPHEN,STEPHEN NEAL,97 98 99 100 101 102 103,H,NC,M,D,W,1934,"NEAL, STEPHEN L.",STEPHEN NEAL,N000016
"NEGRETE MCLEOD, GLORIA",NEGRETE MCLEOD,GLORIA,GLORIA NEGRETE MCLEOD,113,H,CA,F,D,H,1941,"NEGRETE MCLEOD, GLORIA",GLORIA NEGRETE MCLEOD,N000187
"NELLIGAN, JAMES",NELLIGAN,JAMES,JAMES NELLIGAN,97,H,PA,M,R,W,1929,"NELLIGAN, JAMES L.",JAMES NELLIGAN,N000027
"NELSON, BEN",NELSON,BEN,BEN NELSON,107 108 109 110 111 112,S,NE,M,D,W,1941,"NELSON, BEN",BEN NELSON,N000180
"NELSON, BILL",NELSON,BILL,BILL NELSON,97 98 99 100 101 107 108 109 110 111 112 113 114,H,FL,M,D,W,1942,"NELSON, BILL",BILL NELSON,N000032
"NETHERCUTT, GEORGE",NETHERCUTT,GEORGE,GEORGE NETHERCUTT,104 105 106 107 108,H,WA,M,R,W,1944,"NETHERCUTT, GEORGE R., JR.",GEORGE NETHERCUTT,N000051
"NEUGEBAUER, RANDY",NEUGEBAUER,RANDY,RANDY NEUGEBAUER,108 109 110 111 112 113 114,H,TX,M,R,W,1949,"NEUGEBAUER, RANDY",RANDY NEUGEBAUER,N000182
"NEUMANN, MARK",NEUMANN,MARK,MARK NEUMANN,104 105,H,WI,M,R,W,1954,"NEUMANN, MARK W.",MARK NEUMANN,N000054
"NEWHOUSE, DAN",NEWHOUSE,DAN,DAN NEWHOUSE,114,H,WA,M,R,W,1955,"NEWHOUSE, DAN",DAN NEWHOUSE,N000189
"NEY, ROBERT",NEY,ROBERT,ROBERT NEY,104 105 106 107 108 109,H,OH,M,R,W,1954,"NEY, ROBERT W.",ROBERT NEY,N000081
"NICHOLS, RICHARD",NICHOLS,RICHARD,RICHARD NICHOLS,102,H,KS,M,R,W,1926,"NICHOLS, DICK",DICK NICHOLS,N000094
"NICHOLS, WILLIAM",NICHOLS,WILLIAM,WILLIAM NICHOLS,97 98 99 100,H,AL,M,D,W,1918,"NICHOLS, BILL",BILL NICHOLS,N000095
"NICKLES, DON",NICKLES,DON,DON NICKLES,97 98 99 100 101 102 103 104 105 106 107 108,S,OK,M,R,W,1948,"NICKLES, DON",DON NICKLES,N000102
"NIELSON, HOWARD",NIELSON,HOWARD,HOWARD NIELSON,98 99 100 101,H,UT,M,R,W,1924,"NIELSON, HOWARD C.",HOWARD NIELSON,N000106
"NOEM, KRISTI",NOEM,KRISTI,KRISTI NOEM,112 113 114,H,SD,F,R,W,1971,"NOEM, KRISTI L.",KRISTI NOEM,N000184
"NOLAN, RICHARD",NOLAN,RICHARD,RICHARD NOLAN,113 114,H,MN,M,D,W,1943,"NOLAN, RICHARD M.",RICHARD NOLAN,N000127
"NORCROSS, DONALD",NORCROSS,DONALD,DONALD NORCROSS,113 114,H,NJ,M,D,W,1958,"NORCROSS, DONALD",DONALD NORCROSS,N000188
"NORTHUP, ANNE",NORTHUP,ANNE,ANNE NORTHUP,105 106 107 108 109,H,KY,F,R,W,1948,"NORTHUP, ANNE M.",ANNE NORTHUP,N000143
"NORTON, ELEANOR",NORTON,ELEANOR,ELEANOR NORTON,102 103 104 105 106 107 108 109 110 111 112 113 114,H,DC,F,D,B,1937,"NORTON, ELEANOR HOLMES",ELEANOR HOLMES NORTON,N000147
"NORWOOD, CHARLES",NORWOOD,CHARLES,CHARLES NORWOOD,104 105 106 107 108 109 110,H,GA,M,R,W,1941,"NORWOOD, CHARLES W.",CHARLES NORWOOD,N000159
"NOWAK, HENRY",NOWAK,HENRY,HENRY NOWAK,97 98 99 100 101 102,H,NY,M,D,W,1935,"NOWAK, HENRY",HENRY NOWAK,N000163
"NUGENT, RICHARD",NUGENT,RICHARD,RICHARD NUGENT,112 113 114,H,FL,M,R,W,1951,"NUGENT, RICHARD B.",RICHARD NUGENT,N000185
"NUNES, DEVIN",NUNES,DEVIN,DEVIN NUNES,108 109 110 111 112 113 114,H,CA,M,R,W,1973,"NUNES, DEVIN",DEVIN NUNES,N000181
"NUNN, SAMUEL",NUNN,SAMUEL,SAMUEL NUNN,97 98 99 100 101 102 103 104,S,GA,M,D,W,1938,"NUNN, SAM",SAM NUNN,N000171
"NUNNELEE, ALAN",NUNNELEE,ALAN,ALAN NUNNELEE,112 113,H,MS,M,R,W,1958,"NUNNELEE, ALAN",ALAN NUNNELEE,N000186
"NUSSLE, JAMES",NUSSLE,JAMES,JAMES NUSSLE,102 103 104 105 106 107 108 109,H,IA,M,R,W,1960,"NUSSLE, JIM",JIM NUSSLE,N000172
"NYE, GLENN",NYE,GLENN,GLENN NYE,111,H,VA,M,D,W,1974,"NYE, GLENN C.",GLENN NYE,N000183
"OAKAR, MARY",OAKAR,MARY,MARY OAKAR,97 98 99 100 101 102,H,OH,F,D,W,1940,"OAKAR, MARY ROSE",MARY OAKAR,O000001
"OBAMA, BARACK",OBAMA,BARACK,BARACK OBAMA,109 110,S,IL,M,D,B,1961,"OBAMA, BARACK",BARACK OBAMA,O000167
"OBERSTAR, JAMES",OBERSTAR,JAMES,JAMES OBERSTAR,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,MN,M,D,W,1934,"OBERSTAR, JAMES L.",JAMES OBERSTAR,O000006
"OBEY, DAVID",OBEY,DAVID,DAVID OBEY,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,WI,M,D,W,1938,"OBEY, DAVID R.",DAVID OBEY,O000007
"OBRIEN, GEORGE",OBRIEN,GEORGE,GEORGE OBRIEN,97 98 99,H,IL,M,R,W,1917,"O'BRIEN, GEORGE M.",GEORGE O'BRIEN,O000010
"OLIN, JAMES",OLIN,JAMES,JAMES OLIN,98 99 100 101 102,H,VA,M,D,W,1920,"OLIN, JAMES R.",JAMES OLIN,O000069
"OLSON, PETE",OLSON,PETE,PETE OLSON,111 112 113 114,H,TX,M,R,W,1962,"OLSON, PETE",PETE OLSON,O000168
"OLVER, JOHN",OLVER,JOHN,JOHN OLVER,102 103 104 105 106 107 108 109 110 111 112,H,MA,M,D,W,1936,"OLVER, JOHN W.",JOHN OLVER,O000085
"ONEILL, THOMAS",ONEILL,THOMAS,THOMAS ONEILL,97 98 99,H,MA,M,D,W,1912,"O'NEILL, THOMAS P., JR.",THOMAS O'NEILL,O000098
"OROURKE, BETO",OROURKE,BETO,BETO OROURKE,113 114,H,TX,M,D,W,1972,"O'ROURKE, BETO",BETO O'ROURKE,O000170
